기준연도,학교구분명,설립형태 구분명,시도코드,시도명,학교명,본분교구분명,입학정원수(총계),인문계열 입학정원수,사회계열 입학정원수,교육계열 입학정원수,공학계열 입학정원수,자연계열 입학정원수,의약계열 입학정원수,예체능계열 입학정원수,데이터기준일자,제공기관코드,제공기관명
2024,전문대학,사립,43,충청북도,충북보건과학대학교,본교,909,0,110,0,197,152,370,80,2025-08-22,B090027,한국교육개발원
2024,전문대학,공립,43,충청북도,충북도립대학교,캠퍼스,60,0,0,0,0,60,0,0,2025-08-22,B090027,한국교육개발원
2024,전문대학,공립,43,충청북도,충북도립대학교,본교,340,0,100,0,145,65,0,30,2025-08-22,B090027,한국교육개발원
2024,전문대학,공립,44,충청남도,충남도립대학교,본교,422,0,125,0,105,82,70,40,2025-08-22,B090027,한국교육개발원
2024,전문대학,사립,31,울산광역시,춘해보건대학교,본교,660,0,48,25,23,0,554,10,2025-08-22,B090027,한국교육개발원
2024,전문대학,사립,46,전라남도,청암대학교,본교,815,0,210,0,95,70,355,85,2025-08-22,B090027,한국교육개발원
2024,전문대학,사립,41,경기도,청강문화산업대학교,본교,1122,92,0,0,245,72,0,713,2025-08-22,B090027,한국교육개발원
2024,전문대학,사립,48,경상남도,창원문성대학교,본교,253,0,30,0,60,50,88,25,2025-08-22,B090027,한국교육개발원
2024,전문대학,사립,48,경상남도,진주보건대학교,본교,674,0,125,0,0,0,491,58,2025-08-22,B090027,한국교육개발원
2024,전문대학,사립,29,광주광역시,조선이공대학교,본교,1443,0,190,0,753,190,0,310,2025-08-22,B090027,한국교육개발원
2024,전문대학,사립,29,광주광역시,조선간호대학교,본교,139,0,0,0,0,0,139,0,2025-08-22,B090027,한국교육개발원
2024,전문대학,사립,50,제주특별자치도,제주한라대학교,본교,1439,70,360,70,75,208,474,182,2025-08-22,B090027,한국교육개발원
2024,전문대학,사립,50,제주특별자치도,제주관광대학교,본교,750,25,233,40,135,40,177,100,2025-08-22,B090027,한국교육개발원
2024,일반대학원,사립,36,세종특별자치시,고려대학교 일반대학원,분교,4,0,4,0,0,0,0,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,사립,11,서울특별시,고려대학교 대학원,본교,131,30,19,0,10,36,23,13,2025-08-22,B090027,한국교육개발원
2024,일반대학원,사립,11,서울특별시,경희대학교대학원,본교,2,0,2,0,0,0,0,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,국립,48,경상남도,경상국립대학교 일반대학원,캠퍼스,1,0,0,0,1,0,0,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,국립,48,경상남도,경상국립대학교 대학원,본교,134,27,45,0,40,22,0,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,국립,47,경상북도,경북대학교 일반대학원,캠퍼스,24,0,0,0,24,0,0,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,국립,27,대구광역시,경북대학교 일반대학원,캠퍼스,12,0,0,0,0,0,12,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,국립,27,대구광역시,경북대학교 일반대학원,본교,166,12,62,0,77,10,2,3,2025-08-22,B090027,한국교육개발원
2024,일반대학원,사립,11,서울특별시,경기대학교 일반대학원,캠퍼스,42,13,20,0,0,0,7,2,2025-08-22,B090027,한국교육개발원
2024,일반대학원,사립,41,경기도,경기대학교 일반대학원,본교,49,14,6,4,21,0,0,4,2025-08-22,B090027,한국교육개발원
2024,일반대학원,사립,11,서울특별시,건국대학교일반대학원,본교,99,54,16,0,28,1,0,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,국립,51,강원특별자치도,강원대학교일반대학원,본교,114,5,1,3,30,58,17,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,사립,41,경기도,가톨릭대학교대학원,본교,47,0,17,30,0,0,0,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,사립,11,서울특별시,가톨릭대학교 일반대학원,캠퍼스,3,0,0,0,0,0,3,0,2025-08-22,B090027,한국교육개발원
2024,각종대학,국립,11,서울특별시,한국예술종합학교,캠퍼스,193,0,0,0,0,0,0,193,2025-08-22,B090027,한국교육개발원
2024,각종대학,국립,11,서울특별시,한국예술종합학교,본교,365,0,12,0,20,0,0,333,2025-08-22,B090027,한국교육개발원
2024,각종대학,사립,43,충청북도,순복음총회신학교,본교,58,20,33,0,0,0,0,5,2025-08-22,B090027,한국교육개발원
2024,기술대학,사립,11,서울특별시,정석대학,본교,100,0,25,0,75,0,0,0,2025-08-22,B090027,한국교육개발원
2024,산업대학,사립,52,전북특별자치도,호원대학교,본교,1089,0,160,40,85,55,213,536,2025-08-22,B090027,한국교육개발원
2024,산업대학,사립,28,인천광역시,청운대학교,캠퍼스,352,0,112,0,209,31,0,0,2025-08-22,B090027,한국교육개발원
2024,산업대학,사립,44,충청남도,청운대학교,본교,685,0,255,25,40,36,80,249,2025-08-22,B090027,한국교육개발원
2024,방송통신대학,국립,11,서울특별시,한국방송통신대학교,본교,54240,15530,15470,7600,4240,6500,1580,3320,2025-08-22,B090027,한국교육개발원
2024,대학교,사립,41,경기도,화성의과학대학교,본교,282,20,72,0,20,66,40,64,2025-08-22,B090027,한국교육개발원
2024,대학교,사립,36,세종특별자치시,홍익대학교 세종캠퍼스,캠퍼스,1330,0,259,0,783,0,0,288,2025-08-22,B090027,한국교육개발원
2024,대학교,사립,11,서울특별시,홍익대학교,본교,2421,566,415,133,875,0,0,432,2025-08-22,B090027,한국교육개발원
2024,대학교,사립,44,충청남도,호서대학교,캠퍼스,824,198,564,40,12,0,0,10,2025-08-22,B090027,한국교육개발원
2024,대학교,사립,44,충청남도,호서대학교,본교,2057,0,52,0,1134,270,151,450,2025-08-22,B090027,한국교육개발원
2024,대학교,사립,29,광주광역시,호남신학대학교,본교,119,35,34,0,0,0,0,50,2025-08-22,B090027,한국교육개발원
2024,대학교,사립,29,광주광역시,호남대학교,본교,1502,0,376,40,228,0,527,331,2025-08-22,B090027,한국교육개발원
2024,대학교,사립,41,경기도,협성대학교,본교,1004,120,387,40,160,40,40,217,2025-08-22,B090027,한국교육개발원
2024,대학교,사립,52,전북특별자치도,한일장신대학교,본교,219,45,37,0,0,0,62,75,2025-08-22,B090027,한국교육개발원
2024,대학교,사립,41,경기도,한양대학교,분교,1910,236,332,0,919,125,30,268,2025-08-22,B090027,한국교육개발원
2024,대학교,사립,11,서울특별시,한양대학교,본교,2906,185,724,105,1017,413,175,287,2025-08-22,B090027,한국교육개발원
2024,대학교,사립,41,경기도,한신대학교,본교,1193,348,483,0,248,82,0,32,2025-08-22,B090027,한국교육개발원
2024,대학교,사립,41,경기도,한세대학교,본교,566,90,206,0,47,0,40,183,2025-08-22,B090027,한국교육개발원
2024,대학교,사립,11,서울특별시,한성대학교,본교,1498,255,386,0,566,0,0,291,2025-08-22,B090027,한국교육개발원
2024,대학교,사립,44,충청남도,한서대학교,캠퍼스,405,0,0,0,405,0,0,0,2025-08-22,B090027,한국교육개발원
2024,대학교,사립,44,충청남도,한서대학교,본교,1129,87,265,0,177,60,260,280,2025-08-22,B090027,한국교육개발원
2024,일반대학원,사립,28,인천광역시,연세대학교 일반대학원,캠퍼스,73,0,0,0,0,64,9,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,사립,11,서울특별시,연세대학교 대학원,본교,178,42,45,20,51,20,0,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,사립,41,경기도,아주대학교대학원,본교,25,0,0,0,25,0,0,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,사립,11,서울특별시,숭실대학교 대학원,본교,265,11,37,0,217,0,0,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,사립,44,충청남도,순천향대학교대학원,본교,43,0,3,0,29,0,4,7,2025-08-22,B090027,한국교육개발원
2024,일반대학원,사립,11,서울특별시,숙명여자대학교 일반대학원,본교,56,4,29,0,9,8,0,6,2025-08-22,B090027,한국교육개발원
2024,일반대학원,사립,11,서울특별시,세종대학교일반대학원,본교,95,0,9,0,15,62,0,9,2025-08-22,B090027,한국교육개발원
2024,일반대학원,사립,11,서울특별시,성신여자대학교대학원,본교,10,0,0,0,0,0,10,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,사립,11,서울특별시,서울여자대학교 대학원,본교,20,0,0,0,0,7,13,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,공립,11,서울특별시,서울시립대학교대학원,본교,68,0,2,0,64,2,0,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,국립,11,서울특별시,서울대학교 일반대학원,캠퍼스,41,0,0,0,0,13,28,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,국립,11,서울특별시,서울대학교 대학원,본교,358,28,70,38,147,67,0,8,2025-08-22,B090027,한국교육개발원
2024,일반대학원,사립,11,서울특별시,서강대학교대학원,본교,202,50,126,5,3,18,0,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,사립,51,강원특별자치도,상지대학교대학원,본교,8,0,3,0,5,0,0,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,국립,26,부산광역시,부산대학교 일반대학원,본교,239,17,5,30,141,9,11,26,2025-08-22,B090027,한국교육개발원
2024,일반대학원,사립,30,대전광역시,배재대학교대학원,본교,28,0,0,0,28,0,0,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,사립,11,서울특별시,명지대학교 대학원,캠퍼스,26,19,7,0,0,0,0,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,사립,41,경기도,명지대학교 대학원,본교,52,0,26,0,12,0,14,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,사립,26,부산광역시,동의대학교대학원,본교,142,8,15,2,50,7,39,21,2025-08-22,B090027,한국교육개발원
2024,일반대학원,사립,26,부산광역시,동아대학교 대학원,본교,72,0,27,18,14,3,8,2,2025-08-22,B090027,한국교육개발원
2024,일반대학원,사립,47,경상북도,동국대학교 일반대학원,분교,3,0,3,0,0,0,0,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,사립,11,서울특별시,동국대학교 대학원,본교,122,37,17,0,3,4,54,7,2025-08-22,B090027,한국교육개발원
2024,일반대학원,사립,47,경상북도,대구가톨릭대학교대학원,본교,12,9,0,0,3,0,0,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,사립,44,충청남도,단국대학교 일반대학원,캠퍼스,11,0,0,0,0,0,11,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,사립,41,경기도,단국대학교 일반대학원,본교,8,0,8,0,0,0,0,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,사립,11,서울특별시,국민대학교대학원,본교,30,2,21,7,0,0,0,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,국립,41,경기도,국립한국교통대학교 대학원,캠퍼스,10,0,0,0,10,0,0,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,국립,43,충청북도,국립한국교통대학교 대학원,캠퍼스,2,0,0,0,0,0,2,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,국립,43,충청북도,국립한국교통대학교 대학원,본교,4,0,0,0,0,4,0,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,국립,47,경상북도,국립안동대학교대학원,본교,2,0,0,0,1,1,0,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,국립,46,전라남도,국립순천대학교일반대학원,본교,19,5,8,0,1,1,0,4,2025-08-22,B090027,한국교육개발원
2024,일반대학원,국립,26,부산광역시,국립부경대학교대학원,본교,166,4,14,27,64,21,21,15,2025-08-22,B090027,한국교육개발원
2024,일반대학원,국립,46,전라남도,국립목포대학교대학원,본교,68,8,10,0,26,16,2,6,2025-08-22,B090027,한국교육개발원
2024,일반대학원,국립,47,경상북도,국립금오공과대학교대학원,본교,29,0,0,0,29,0,0,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,국립,44,충청남도,국립공주대학교대학원,캠퍼스,22,0,0,0,22,0,0,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,국립,44,충청남도,국립공주대학교대학원,본교,37,25,6,2,0,4,0,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,사립,29,광주광역시,광주대학교 일반대학원,본교,2,0,0,0,2,0,0,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,사립,11,서울특별시,광운대학교대학원,본교,119,0,66,7,30,0,0,16,2025-08-22,B090027,한국교육개발원
2024,특수대학원,사립,41,경기도,한국공학대학교 산업기술경영대학원,본교,6,0,0,0,6,0,0,0,2025-08-22,B090027,한국교육개발원
2024,특수대학원,사립,51,강원특별자치도,상지대학교 사회융합대학원,본교,1,0,1,0,0,0,0,0,2025-08-22,B090027,한국교육개발원
2024,특수대학원,국립,26,부산광역시,국립부경대학교 글로벌정책대학원,본교,6,0,6,0,0,0,0,0,2025-08-22,B090027,한국교육개발원
2024,특수대학원,국립,46,전라남도,국립목포대학교경영행정대학원,본교,4,0,4,0,0,0,0,0,2025-08-22,B090027,한국교육개발원
2024,특수대학원,국립,44,충청남도,국립공주대학교산업과학대학원,캠퍼스,4,0,4,0,0,0,0,0,2025-08-22,B090027,한국교육개발원
2024,전문대학원,국립,44,충청남도,한국전통문화대학교 문화유산전문대학원,본교,6,6,0,0,0,0,0,0,2025-08-22,B090027,한국교육개발원
2024,전문대학원,사립,41,경기도,한국공학대학교 융합기술에너지대학원,본교,8,0,0,0,8,0,0,0,2025-08-22,B090027,한국교육개발원
2024,전문대학원,사립,11,서울특별시,서강대학교 신학대학원,본교,22,22,0,0,0,0,0,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,사립,36,세종특별자치시,홍익대학교 일반대학원,캠퍼스,1,0,0,0,1,0,0,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,사립,11,서울특별시,홍익대학교 대학원,본교,21,0,5,0,5,0,0,11,2025-08-22,B090027,한국교육개발원
2024,일반대학원,사립,11,서울특별시,한양대학교대학원,본교,276,18,29,5,111,64,45,4,2025-08-22,B090027,한국교육개발원
2024,일반대학원,사립,41,경기도,한양대학교 대학원,분교,48,20,0,0,28,0,0,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,사립,41,경기도,한신대학교대학원,본교,34,10,24,0,0,0,0,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,사립,11,서울특별시,한성대학교일반대학원,본교,10,0,7,0,0,0,0,3,2025-08-22,B090027,한국교육개발원
2024,일반대학원,사립,44,충청남도,한서대학교대학원,본교,23,0,0,0,20,0,3,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,사립,51,강원특별자치도,한림대학교대학원,본교,13,2,0,0,0,9,2,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,사립,30,대전광역시,한남대학교대학원,본교,17,16,0,0,1,0,0,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,국립,44,충청남도,한국전통문화대학교 일반대학원,본교,6,6,0,0,0,0,0,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,사립,11,서울특별시,한국외국어대학교 일반대학원,본교,54,54,0,0,0,0,0,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,국립,43,충청북도,한국교원대학교대학원,본교,22,1,0,21,0,0,0,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,사립,41,경기도,한국공학대학교 일반대학원,본교,54,0,0,0,47,7,0,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,사립,47,경상북도,포항공과대학교 대학원,본교,45,0,20,0,0,25,0,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,국립,43,충청북도,충북대학교 대학원,본교,96,14,47,0,29,3,3,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,국립,30,대전광역시,충남대학교대학원,본교,167,15,40,8,28,68,8,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,사립,41,경기도,중앙대학교 대학원,캠퍼스,70,0,0,0,0,58,0,12,2025-08-22,B090027,한국교육개발원
2024,일반대학원,사립,11,서울특별시,중앙대학교 대학원,본교,573,46,92,4,247,64,117,3,2025-08-22,B090027,한국교육개발원
2024,일반대학원,사립,29,광주광역시,조선대학교대학원,본교,139,13,20,0,78,3,21,4,2025-08-22,B090027,한국교육개발원
2024,일반대학원,국립,52,전북특별자치도,전북대학교 대학원,캠퍼스,30,0,0,0,0,26,2,2,2025-08-22,B090027,한국교육개발원
2024,일반대학원,국립,52,전북특별자치도,전북대학교 대학원,본교,230,14,53,11,104,41,0,7,2025-08-22,B090027,한국교육개발원
2024,일반대학원,국립,29,광주광역시,전남대학교대학원,본교,235,36,38,1,101,1,50,8,2025-08-22,B090027,한국교육개발원
2024,일반대학원,사립,28,인천광역시,인하대학교대학원,본교,128,8,39,0,36,45,0,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,국립,28,인천광역시,인천대학교대학원,본교,19,0,4,4,11,0,0,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,사립,48,경상남도,인제대학교 일반대학원,본교,111,45,10,0,33,0,23,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,사립,11,서울특별시,이화여자대학교 대학원,본교,80,29,17,7,0,24,0,3,2025-08-22,B090027,한국교육개발원
2024,일반대학원,사립,52,전북특별자치도,우석대학교 일반대학원,본교,23,8,3,0,12,0,0,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,사립,41,경기도,용인대학교일반대학원,본교,11,0,11,0,0,0,0,0,2025-08-22,B090027,한국교육개발원
2024,일반대학원,사립,47,경상북도,영남대학교 일반대학원,본교,133,15,26,5,37,2,31,17,2025-08-22,B090027,한국교육개발원
2024,기능대학,사립,51,강원특별자치도,한국폴리텍 III 대학 원주캠퍼스,본교,50,0,0,0,25,0,25,0,2025-08-22,B090027,한국교육개발원
2024,기능대학,사립,51,강원특별자치도,한국폴리텍 III 대학 강릉캠퍼스,본교,60,0,0,0,30,0,0,30,2025-08-22,B090027,한국교육개발원
2024,기능대학,사립,28,인천광역시,한국폴리텍 II 대학 남인천캠퍼스,본교,25,0,0,0,25,0,0,0,2025-08-22,B090027,한국교육개발원
2024,기능대학,사립,50,제주특별자치도,한국폴리텍 I 대학 제주캠퍼스,본교,25,0,0,0,0,0,0,25,2025-08-22,B090027,한국교육개발원
2024,기능대학,사립,41,경기도,한국폴리텍 I 대학 성남캠퍼스,본교,345,0,0,0,345,0,0,0,2025-08-22,B090027,한국교육개발원
2024,기능대학,사립,41,경기도,ICT폴리텍대학,본교,160,0,0,0,160,0,0,0,2025-08-22,B090027,한국교육개발원
2024,전공대학,사립,11,서울특별시,정화예술대학교,캠퍼스,456,0,0,0,0,0,0,456,2025-08-22,B090027,한국교육개발원
2024,전공대학,사립,11,서울특별시,정화예술대학교,본교,1294,0,0,0,0,30,0,1264,2025-08-22,B090027,한국교육개발원
2024,전공대학,사립,11,서울특별시,백석예술대학교,본교,3000,100,440,80,0,250,0,2130,2025-08-22,B090027,한국교육개발원
2024,전공대학,사립,11,서울특별시,국제예술대학교,본교,354,0,0,0,0,0,0,354,2025-08-22,B090027,한국교육개발원
2024,사이버대학,사립,47,경상북도,한국복지사이버대학,본교,1000,210,580,70,0,70,70,0,2025-08-22,B090027,한국교육개발원
2024,사이버대학,사립,27,대구광역시,영진사이버대학교,본교,1300,200,780,0,140,0,0,180,2025-08-22,B090027,한국교육개발원
2024,사이버대학,사립,26,부산광역시,화신사이버대학교,본교,568,0,568,0,0,0,0,0,2025-08-22,B090027,한국교육개발원
2024,사이버대학,사립,11,서울특별시,한양사이버대학교,본교,3440,0,3440,0,0,0,0,0,2025-08-22,B090027,한국교육개발원
2024,사이버대학,사립,11,서울특별시,한국열린사이버대학교,본교,1000,1000,0,0,0,0,0,0,2025-08-22,B090027,한국교육개발원
2024,사이버대학,사립,11,서울특별시,태재대학교,본교,100,100,0,0,0,0,0,0,2025-08-22,B090027,한국교육개발원
2024,사이버대학,사립,52,전북특별자치도,원광디지털대학교,본교,1500,1500,0,0,0,0,0,0,2025-08-22,B090027,한국교육개발원
2024,사이버대학,사립,11,서울특별시,숭실사이버대학교,본교,1650,1650,0,0,0,0,0,0,2025-08-22,B090027,한국교육개발원
2024,사이버대학,사립,11,서울특별시,세종사이버대학교,본교,2180,0,2180,0,0,0,0,0,2025-08-22,B090027,한국교육개발원
2024,사이버대학,사립,11,서울특별시,서울사이버대학교,본교,3270,0,3270,0,0,0,0,0,2025-08-22,B090027,한국교육개발원
2024,사이버대학,사립,11,서울특별시,서울디지털대학교,본교,3000,3000,0,0,0,0,0,0,2025-08-22,B090027,한국교육개발원
2024,사이버대학,사립,11,서울특별시,사이버한국외국어대학교,본교,1750,1750,0,0,0,0,0,0,2025-08-22,B090027,한국교육개발원
2024,사이버대학,사립,26,부산광역시,부산디지털대학교,본교,1000,1000,0,0,0,0,0,0,2025-08-22,B090027,한국교육개발원
2024,사이버대학,사립,11,서울특별시,디지털서울문화예술대학교,본교,990,0,0,0,0,0,0,990,2025-08-22,B090027,한국교육개발원
2024,사이버대학,사립,47,경상북도,대구사이버대학교,본교,1500,0,1500,0,0,0,0,0,2025-08-22,B090027,한국교육개발원
2024,사이버대학,사립,44,충청남도,글로벌사이버대학교,본교,1100,0,1100,0,0,0,0,0,2025-08-22,B090027,한국교육개발원
2024,사이버대학,사립,41,경기도,국제사이버대학교,본교,900,900,0,0,0,0,0,0,2025-08-22,B090027,한국교육개발원
2024,사이버대학,사립,11,서울특별시,고려사이버대학교,본교,2449,2449,0,0,0,0,0,0,2025-08-22,B090027,한국교육개발원
2024,사이버대학,사립,11,서울특별시,경희사이버대학교,본교,3000,0,3000,0,0,0,0,0,2025-08-22,B090027,한국교육개발원
2024,사이버대학,사립,30,대전광역시,건양사이버대학교,본교,1068,1068,0,0,0,0,0,0,2025-08-22,B090027,한국교육개발원
2024,사내대학,사립,41,경기도,삼성전자공과대학교,본교,140,0,0,0,140,0,0,0,2025-08-22,B090027,한국교육개발원
2024,사내대학,사립,46,전라남도,포스코기술대학,캠퍼스,30,0,0,0,30,0,0,0,2025-08-22,B090027,한국교육개발원
2024,사내대학,사립,47,경상북도,포스코기술대학,본교,30,0,0,0,30,0,0,0,2025-08-22,B090027,한국교육개발원
2024,사내대학,사립,11,서울특별시,SPC식품과학대학,본교,25,0,0,0,0,25,0,0,2025-08-22,B090027,한국교육개발원
2024,원격대학,사립,47,경상북도,영남사이버대학교,본교,600,140,220,50,140,0,0,50,2025-08-22,B090027,한국교육개발원
2024,원격대학,사립,41,경기도,세계사이버대학,본교,1300,240,670,0,0,150,0,240,2025-08-22,B090027,한국교육개발원
2024,특수대학원,국립,43,충청북도,한국교원대학교교육대학원,본교,28,0,0,28,0,0,0,0,2025-08-22,B090027,한국교육개발원
2024,기능대학,사립,41,경기도,한국폴리텍특성화대학 반도체융합캠퍼스,본교,302,0,0,0,272,0,0,30,2025-08-22,B090027,한국교육개발원
2024,기능대학,사립,44,충청남도,한국폴리텍대학바이오캠퍼스,본교,160,0,0,0,25,135,0,0,2025-08-22,B090027,한국교육개발원
2024,기능대학,사립,48,경상남도,한국폴리텍대학 항공캠퍼스,본교,170,0,0,0,170,0,0,0,2025-08-22,B090027,한국교육개발원
2024,기능대학,사립,28,인천광역시,한국폴리텍대학 인천캠퍼스,본교,685,0,60,0,565,0,0,60,2025-08-22,B090027,한국교육개발원
2024,기능대학,사립,27,대구광역시,한국폴리텍대학 영남융합기술캠퍼스,본교,145,0,0,0,60,25,0,60,2025-08-22,B090027,한국교육개발원
2024,기능대학,사립,11,서울특별시,한국폴리텍대학 서울정수캠퍼스,본교,515,0,0,0,455,0,0,60,2025-08-22,B090027,한국교육개발원
2024,기능대학,사립,11,서울특별시,한국폴리텍대학 서울강서캠퍼스,본교,255,0,0,0,115,0,30,110,2025-08-22,B090027,한국교육개발원
2024,기능대학,사립,27,대구광역시,한국폴리텍대학 대구캠퍼스,본교,260,0,0,0,260,0,0,0,2025-08-22,B090027,한국교육개발원
2024,기능대학,사립,47,경상북도,한국폴리텍대학 구미캠퍼스,본교,235,0,0,0,235,0,0,0,2025-08-22,B090027,한국교육개발원
2024,기능대학,사립,26,부산광역시,한국폴리텍Ⅶ대학 부산캠퍼스,본교,330,0,0,0,305,0,0,25,2025-08-22,B090027,한국교육개발원
2024,기능대학,사립,52,전북특별자치도,한국폴리텍Ⅴ대학 익산캠퍼스,본교,50,0,0,0,50,0,0,0,2025-08-22,B090027,한국교육개발원
2024,기능대학,사립,46,전라남도,한국폴리텍V대학 전남캠퍼스,본교,75,0,0,0,75,0,0,0,2025-08-22,B090027,한국교육개발원
2024,기능대학,사립,29,광주광역시,한국폴리텍V대학 광주캠퍼스,본교,340,0,0,0,340,0,0,0,2025-08-22,B090027,한국교육개발원
2024,기능대학,사립,48,경상남도,한국폴리텍VII대학 창원캠퍼스,본교,585,0,0,0,585,0,0,0,2025-08-22,B090027,한국교육개발원
2024,기능대학,사립,43,충청북도,한국폴리텍IV 대학 청주캠퍼스,본교,290,0,0,0,290,0,0,0,2025-08-22,B090027,한국교육개발원
2024,기능대학,사립,47,경상북도,한국폴리텍 특성화대학 로봇캠퍼스,본교,100,0,0,0,100,0,0,0,2025-08-22,B090027,한국교육개발원
2024,기능대학,사립,47,경상북도,한국폴리텍 Ⅵ 대학 영주캠퍼스,본교,25,0,0,0,25,0,0,0,2025-08-22,B090027,한국교육개발원
2024,기능대학,사립,31,울산광역시,한국폴리텍 VII 대학 울산캠퍼스,본교,285,0,0,0,285,0,0,0,2025-08-22,B090027,한국교육개발원
2024,기능대학,사립,52,전북특별자치도,한국폴리텍 V 대학 전북캠퍼스,본교,185,0,0,0,160,25,0,0,2025-08-22,B090027,한국교육개발원
2024,기능대학,사립,44,충청남도,한국폴리텍 IV 대학 충남캠퍼스,본교,105,0,0,0,105,0,0,0,2025-08-22,B090027,한국교육개발원
2024,기능대학,사립,44,충청남도,한국폴리텍 IV 대학 아산캠퍼스,본교,195,0,30,0,135,0,0,30,2025-08-22,B090027,한국교육개발원
2024,기능대학,사립,30,대전광역시,한국폴리텍 IV 대학 대전캠퍼스,본교,335,0,0,0,305,0,0,30,2025-08-22,B090027,한국교육개발원
2024,기능대학,사립,51,강원특별자치도,한국폴리텍 III 대학 춘천캠퍼스,본교,125,0,0,0,125,0,0,0,2025-08-22,B090027,한국교육개발원